Term1,Term2,BigramFreq,ContextFreq,BigramProb
:,&,11,26,0.4230769230769231
holi,",",11,20,0.55
clase,de,11,44,0.25
me,dijo,10,104,0.09615384615384616
$,eso,10,1427,0.00700770847932726
voy,a,10,19,0.5263157894736842
gracias,gerrygod,10,64,0.15625
f,&,10,24,0.4166666666666667
",",pero,10,199,0.05025125628140704
vava,&,10,38,0.2631578947368421
cualquier,cosa,10,12,0.8333333333333334
el,examen,10,170,0.058823529411764705
si,&,10,187,0.053475935828877004
si,me,10,187,0.053475935828877004
tarde,&,10,18,0.5555555555555556
vas,a,10,14,0.7142857142857143
el,viernes,10,170,0.058823529411764705
$,ojalá,10,1427,0.00700770847932726
nos,vemos,9,21,0.42857142857142855
$,pues,9,1427,0.006306937631394534
$,ª,9,1427,0.006306937631394534
$,la,9,1427,0.006306937631394534
que,se,9,334,0.02694610778443114
que,la,9,334,0.02694610778443114
vava,gracias,9,38,0.23684210526315788
para,que,9,63,0.14285714285714285
$,te,9,1427,0.006306937631394534
ya,sabes,9,134,0.06716417910447761
$,muchas,9,1427,0.006306937631394534
$,ntp,9,1427,0.006306937631394534
$,oye,9,1427,0.006306937631394534
sip,&,9,16,0.5625
$,nope,9,1427,0.006306937631394534
noche,&,9,16,0.5625
$,o,9,1427,0.006306937631394534
gerrygod,¿,8,124,0.06451612903225806
y,no,8,178,0.0449438202247191
ir,a,8,17,0.47058823529411764
si,no,8,187,0.0427807486631016
pero,no,8,69,0.11594202898550725
ª,&,8,9,0.8888888888888888
hay,que,8,32,0.25
es,la,8,142,0.056338028169014086
hay,clase,8,32,0.25
gerrygod,",",8,124,0.06451612903225806
gracias,",",8,64,0.125
lo,del,8,77,0.1038961038961039
¿,tú,8,125,0.064
bonito,día,8,13,0.6153846153846154
no,te,8,187,0.0427807486631016
$,por,8,1427,0.005606166783461808
ya,se,8,134,0.05970149253731343
$,jaja,8,1427,0.005606166783461808
no,hay,8,187,0.0427807486631016
si,es,8,187,0.0427807486631016
$,hola,8,1427,0.005606166783461808
a,las,8,182,0.04395604395604396
$,como,8,1427,0.005606166783461808
la,mañana,8,181,0.04419889502762431
$,dime,8,1427,0.005606166783461808
no,es,8,187,0.0427807486631016
los,profes,7,61,0.11475409836065574
no,digas,7,187,0.0374331550802139
ya,no,7,134,0.05223880597014925
para,el,7,63,0.1111111111111111
que,va,7,334,0.020958083832335328
lo,de,7,77,0.09090909090909091
con,eso,7,79,0.08860759493670886
$,ffff,7,1427,0.004905395935529082
$,de,7,1427,0.004905395935529082
de,nada,7,222,0.03153153153153153
$,f,7,1427,0.004905395935529082
del,cubano,7,50,0.14
que,te,7,334,0.020958083832335328
que,en,7,334,0.020958083832335328
clase,&,7,44,0.1590909090909091
se,me,7,60,0.11666666666666667
$,está,7,1427,0.004905395935529082
ando,en,7,17,0.4117647058823529
$,xdddd,7,1427,0.004905395935529082
en,un,7,162,0.043209876543209874
$,sisoy,7,1427,0.004905395935529082
y,a,7,178,0.03932584269662921
$,sisisi,7,1427,0.004905395935529082
cosa,aquí,6,10,0.6
en,clase,6,162,0.037037037037037035
los,ejercicios,6,61,0.09836065573770492
otra,vez,6,11,0.5454545454545454
que,era,6,334,0.017964071856287425
que,le,6,334,0.017964071856287425
👀,&,6,6,1.0
según,yo,6,6,1.0
josuégod,&,6,18,0.3333333333333333
xddddd,&,6,10,0.6
buen,día,6,8,0.75
*,*,6,13,0.46153846153846156
#,#,6,9,0.6666666666666666
ml,&,6,18,0.3333333333333333
que,me,6,334,0.017964071856287425
¿,y,6,125,0.048
bro,&,6,10,0.6
$,con,6,1427,0.004204625087596356
y,el,6,178,0.033707865168539325
si,te,6,187,0.03208556149732621
$,genial,6,1427,0.004204625087596356
mañana,&,6,32,0.1875
$,efectivamente,6,1427,0.004204625087596356
qué,tal,6,40,0.15
$,omg,6,1427,0.004204625087596356
$,bonito,6,1427,0.004204625087596356
",",que,6,199,0.03015075376884422
de,ia,6,222,0.02702702702702703
si,se,6,187,0.03208556149732621
¿,ya,6,125,0.048
y,te,6,178,0.033707865168539325
no,lo,6,187,0.03208556149732621
$,así,6,1427,0.004204625087596356
para,eso,6,63,0.09523809523809523
eso,estamos,6,41,0.14634146341463414
por,si,6,59,0.1016949152542373
que,lo,6,334,0.017964071856287425
no,me,6,187,0.03208556149732621
es,en,6,142,0.04225352112676056
$,nada,6,1427,0.004204625087596356
no,se,6,187,0.03208556149732621
entonces,&,6,17,0.35294117647058826
$,le,6,1427,0.004204625087596356
$,al,6,1427,0.004204625087596356
aviso,&,5,12,0.4166666666666667
a,josuégod,5,182,0.027472527472527472
$,buen,5,1427,0.00350385423966363
la,presentación,5,181,0.027624309392265192
la,de,5,181,0.027624309392265192
jajja,&,5,7,0.7142857142857143
de,que,5,222,0.02252252252252252
el,profe,5,170,0.029411764705882353
por,eso,5,59,0.0847457627118644
nope,&,5,10,0.5
la,profa,5,181,0.027624309392265192
es,cierto,5,142,0.035211267605633804
vemos,al,5,10,0.5
nada,",",5,33,0.15151515151515152
a,ir,5,182,0.027472527472527472
$,tengo,5,1427,0.00350385423966363
no,va,5,187,0.026737967914438502
o,algo,5,53,0.09433962264150944
es,un,5,142,0.035211267605633804
sé,si,5,20,0.25
se,te,5,60,0.08333333333333333
ya,&,5,134,0.03731343283582089
sad,&,5,6,0.8333333333333334
pero,si,5,69,0.07246376811594203
con,el,5,79,0.06329113924050633
$,cierto,5,1427,0.00350385423966363
aquí,ando,5,10,0.5
con,todo,5,79,0.06329113924050633
jajaja,xddd,5,185,0.02702702702702703
$,lo,5,1427,0.00350385423966363
pasó,&,5,19,0.2631578947368421
eso,si,5,41,0.12195121951219512
),y,5,32,0.15625
$,sisi,5,1427,0.00350385423966363
algoritmos,bioinspirados,5,6,0.8333333333333334
$,xddd,5,1427,0.00350385423966363
$,deja,5,1427,0.00350385423966363
ffff,&,5,7,0.7142857142857143
nada,&,5,33,0.15151515151515152
día,&,5,15,0.3333333333333333
práctica,&,5,9,0.5555555555555556
dicen,que,5,5,1.0
si,le,5,187,0.026737967914438502
día,",",5,15,0.3333333333333333
vamos,a,5,6,0.8333333333333334
si,jajaja,5,187,0.026737967914438502
$,ahora,5,1427,0.00350385423966363
a,los,5,182,0.027472527472527472
o,si,5,53,0.09433962264150944
$,(,5,1427,0.00350385423966363
para,ver,5,63,0.07936507936507936
con,los,5,79,0.06329113924050633
el,cubano,5,170,0.029411764705882353
ya,me,5,134,0.03731343283582089
$,sisis,5,1427,0.00350385423966363
la,ituclase,5,181,0.027624309392265192
la,molestia,5,181,0.027624309392265192
a,ti,5,182,0.027472527472527472
la,práctica,5,181,0.027624309392265192
es,el,5,142,0.035211267605633804
$,vale,5,1427,0.00350385423966363
espero,que,5,8,0.625
yo,no,5,46,0.10869565217391304
de,las,5,222,0.02252252252252252
veo,&,5,9,0.5555555555555556
que,todo,5,334,0.014970059880239521
si,lo,5,187,0.026737967914438502
igual,",",5,28,0.17857142857142858
a,llegar,5,182,0.027472527472527472
pero,me,5,69,0.07246376811594203
en,contratación,5,162,0.030864197530864196
en,escom,5,162,0.030864197530864196
examen,&,5,19,0.2631578947368421
$,nos,4,1427,0.002803083391730904
",",no,4,199,0.020100502512562814
",",hoy,4,199,0.020100502512562814
el,que,4,170,0.023529411764705882
?,jajaja,4,143,0.027972027972027972
$,cualquier,4,1427,0.002803083391730904
y,en,4,178,0.02247191011235955
clase,con,4,44,0.09090909090909091
vava,muchas,4,38,0.10526315789473684
pero,ya,4,69,0.057971014492753624
andas,en,4,6,0.6666666666666666
era,el,4,19,0.21052631578947367
me,entero,4,104,0.038461538461538464
de,metodología,4,222,0.018018018018018018
$,muy,4,1427,0.002803083391730904
noche,gerrygod,4,16,0.25
que,nahum,4,334,0.011976047904191617
lista,&,4,7,0.5714285714285714
nooo,jajaja,4,4,1.0
0,.,4,9,0.4444444444444444
que,nos,4,334,0.011976047904191617
$,alta,4,1427,0.002803083391730904
$,nooo,4,1427,0.002803083391730904
en,breve,4,162,0.024691358024691357
esperemos,que,4,4,1.0
no,&,4,187,0.0213903743315508
sabes,si,4,16,0.25
todo,&,4,34,0.11764705882352941
$,nice,4,1427,0.002803083391730904
está,muy,4,27,0.14814814814814814
con,confianza,4,79,0.05063291139240506
temas,selectos,4,5,0.8
tú,tranqui,4,25,0.16
pasó,gerrygod,4,19,0.21052631578947367
los,que,4,61,0.06557377049180328
y,que,4,178,0.02247191011235955
el,jueves,4,170,0.023529411764705882
gerry,",",4,48,0.08333333333333333
y,los,4,178,0.02247191011235955
00,:,4,5,0.8
vavava,bonito,4,59,0.06779661016949153
todo,cool,4,34,0.11764705882352941
",",bonita,4,199,0.020100502512562814
eso,&,4,41,0.0975609756097561
efectivamente,&,4,6,0.6666666666666666
ver,qué,4,23,0.17391304347826086
no,jajaja,4,187,0.0213903743315508
¿,todo,4,125,0.032
así,&,4,19,0.21052631578947367
seguro,?,4,9,0.4444444444444444
todo,bien,4,34,0.11764705882352941
selectos,de,4,5,0.8
de,algoritmos,4,222,0.018018018018018018
es,como,4,142,0.028169014084507043
bien,&,4,32,0.125
¿,seguro,4,125,0.032
info,gerrygod,4,24,0.16666666666666666
$,waos,4,1427,0.002803083391730904
así,que,4,19,0.21052631578947367
te,debo,4,77,0.05194805194805195
0,:,4,9,0.4444444444444444
$,x2,4,1427,0.002803083391730904
a,nahum,4,182,0.02197802197802198
sé,&,4,20,0.2
“,en,4,8,0.5
la,inflamación,4,181,0.022099447513812154
digas,&,4,7,0.5714285714285714
contratación,”,4,5,0.8
iba,a,4,4,1.0
a,dar,4,182,0.02197802197802198
”,&,4,8,0.5
classroom,&,4,8,0.5
como,que,4,37,0.10810810810810811
hasta,el,4,11,0.36363636363636365
ese,profe,4,15,0.26666666666666666
algo,de,4,31,0.12903225806451613
igual,si,4,28,0.14285714285714285
si,mañana,4,187,0.0213903743315508
$,ese,4,1427,0.002803083391730904
creí,que,4,5,0.8
siento,que,4,6,0.6666666666666666
parte,de,4,7,0.5714285714285714
los,de,4,61,0.06557377049180328
$,porque,4,1427,0.002803083391730904
",",para,4,199,0.020100502512562814
el,salón,4,170,0.023529411764705882
la,parte,4,181,0.022099447513812154
",",me,4,199,0.020100502512562814
el,martes,4,170,0.023529411764705882
la,del,4,181,0.022099447513812154
se,ve,4,60,0.06666666666666667
dime,",",4,9,0.4444444444444444
este,semestre,4,8,0.5
ando,&,4,17,0.23529411764705882
y,tú,4,178,0.02247191011235955
$,awanta,4,1427,0.002803083391730904
tengo,una,4,20,0.2
es,más,4,142,0.028169014084507043
en,una,4,162,0.024691358024691357
tal,&,4,11,0.36363636363636365
$,dijo,4,1427,0.002803083391730904
a,hacer,4,182,0.02197802197802198
:,30,4,26,0.15384615384615385
de,tu,4,222,0.018018018018018018
pues,no,4,25,0.16
estrategia,&,4,4,1.0
disculpa,la,4,11,0.36363636363636365
en,ese,4,162,0.024691358024691357
¿,me,4,125,0.032
oye,gerrygod,4,10,0.4
bueno,",",4,20,0.2
estamos,",",3,11,0.2727272727272727
logró,&,3,3,1.0
cierto,jajaja,3,18,0.16666666666666666
fe,&,3,4,0.75
a,una,3,182,0.016483516483516484
$,justamente,3,1427,0.002102312543798178
ya,valió,3,134,0.022388059701492536
oye,gerry,3,10,0.3
y,la,3,178,0.016853932584269662
de,hecho,3,222,0.013513513513513514
así,es,3,19,0.15789473684210525
vale,&,3,6,0.5
pero,igual,3,69,0.043478260869565216
la,asignación,3,181,0.016574585635359115
$,fffff,3,1427,0.002102312543798178
verdad,?,3,8,0.375
¿,verdad,3,125,0.024
la,felicidad,3,181,0.016574585635359115
pasa,lista,3,8,0.375
chance,de,3,7,0.42857142857142855
$,mucho,3,1427,0.002102312543798178
se,logró,3,60,0.05
$,aah,3,1427,0.002102312543798178
$,idk,3,1427,0.002102312543798178
molestia,&,3,6,0.5
sisoy,jajaja,3,9,0.3333333333333333
del,cic,3,50,0.06
dime,&,3,9,0.3333333333333333
web,&,3,3,1.0
reí,fuerte,3,3,1.0
me,reí,3,104,0.028846153846153848
vez,&,3,10,0.3
no,voy,3,187,0.016042780748663103
de,algo,3,222,0.013513513513513514
salón,&,3,6,0.5
ituriel,&,3,10,0.3
y,todo,3,178,0.016853932584269662
el,documento,3,170,0.01764705882352941
$,ando,3,1427,0.002102312543798178
no,creo,3,187,0.016042780748663103
pues,si,3,25,0.12
que,mejor,3,334,0.008982035928143712
porque,me,3,37,0.08108108108108109
por,lo,3,59,0.05084745762711865
y,cómo,3,178,0.016853932584269662
era,para,3,19,0.15789473684210525
para,no,3,63,0.047619047619047616
no,ir,3,187,0.016042780748663103
$,espero,3,1427,0.002102312543798178
y,todavía,3,178,0.016853932584269662
vacaciones,&,3,3,1.0
clase,y,3,44,0.06818181818181818
al,cubano,3,40,0.075
quiero,hacer,3,9,0.3333333333333333
¿,sabes,3,125,0.024
o,no,3,53,0.05660377358490566
confianza,&,3,4,0.75
$,esperemos,3,1427,0.002102312543798178
vavava,gracias,3,59,0.05084745762711865
si,hay,3,187,0.016042780748663103
a,dejar,3,182,0.016483516483516484
jajaja,ntp,3,185,0.016216216216216217
ituriel,no,3,10,0.3
es,de,3,142,0.02112676056338028
la,que,3,181,0.016574585635359115
más,el,3,45,0.06666666666666667
el,mismo,3,170,0.01764705882352941
muy,pro,3,24,0.125
cierto,&,3,18,0.16666666666666666
te,acuerdas,3,77,0.03896103896103896
noche,",",3,16,0.1875
$,fff,3,1427,0.002102312543798178
si,va,3,187,0.016042780748663103
me,avisas,3,104,0.028846153846153848
",",tú,3,199,0.01507537688442211
gerry,¿,3,48,0.0625
vavava,al,3,59,0.05084745762711865
ya,que,3,134,0.022388059701492536
también,&,3,15,0.2
el,último,3,170,0.01764705882352941
ya,para,3,134,0.022388059701492536
llego,a,3,4,0.75
ya,casi,3,134,0.022388059701492536
$,disculpa,3,1427,0.002102312543798178
que,a,3,334,0.008982035928143712
dijeron,que,3,4,0.75
me,dijeron,3,104,0.028846153846153848
esta,semana,3,14,0.21428571428571427
sabes,&,3,16,0.1875
jajajaja,vavava,3,43,0.06976744186046512
la,cafe,3,181,0.016574585635359115
del,semestre,3,50,0.06
pregunta,&,3,7,0.42857142857142855
una,pregunta,3,34,0.08823529411764706
$,hay,3,1427,0.002102312543798178
debo,algo,3,4,0.75
crees,que,3,6,0.5
por,avisar,3,59,0.05084745762711865
yo,si,3,46,0.06521739130434782
cierto,que,3,18,0.16666666666666666
sé,",",3,20,0.15
",",es,3,199,0.01507537688442211
jaja,ntp,3,27,0.1111111111111111
3,&,3,8,0.375
con,la,3,79,0.0379746835443038
hoy,si,3,18,0.16666666666666666
jajaja,es,3,185,0.016216216216216217
2,&,3,8,0.375
xddd,jajaja,3,83,0.03614457831325301
verdad,no,3,8,0.375
la,verdad,3,181,0.016574585635359115
el,lunes,3,170,0.01764705882352941
se,lee,3,60,0.05
$,tú,3,1427,0.002102312543798178
jajaj,&,3,7,0.42857142857142855
tranqui,&,3,10,0.3
$,jajja,3,1427,0.002102312543798178
sé,jajaja,3,20,0.15
dan,ganas,3,4,0.75
jajajja,&,3,3,1.0
cubano,&,3,15,0.2
si,bro,3,187,0.016042780748663103
no,?,3,187,0.016042780748663103
¿,no,3,125,0.024
$,buenas,3,1427,0.002102312543798178
la,otra,3,181,0.016574585635359115
y,pues,3,178,0.016853932584269662
a,venir,3,182,0.016483516483516484
el,pdf,3,170,0.01764705882352941
pero,es,3,69,0.043478260869565216
en,donde,3,162,0.018518518518518517
pero,pues,3,69,0.043478260869565216
tú,si,3,25,0.12
nahum,&,3,21,0.14285714285714285
se,fue,3,60,0.05
alcanzo,a,3,3,1.0
profe,de,3,14,0.21428571428571427
sabes,que,3,16,0.1875
en,su,3,162,0.018518518518518517
estamos,&,3,11,0.2727272727272727
bonito,fin,3,13,0.23076923076923078
al,final,3,40,0.075
a,estadística,3,182,0.016483516483516484
",",ya,3,199,0.01507537688442211
es,fake,3,142,0.02112676056338028
quería,saber,3,5,0.6
jajaja,ㅠㅠㅠㅠ,3,185,0.016216216216216217
?,xddd,3,143,0.02097902097902098
ti,?,3,5,0.6
más,complejo,3,45,0.06666666666666667
como,tal,3,37,0.08108108108108109
$,cuál,3,1427,0.002102312543798178
llegar,a,3,7,0.42857142857142855
?,jaja,3,143,0.02097902097902098
¿,qué,3,125,0.024
voy,xddd,3,19,0.15789473684210525
vavava,bonita,3,59,0.05084745762711865
no,tengo,3,187,0.016042780748663103
$,para,3,1427,0.002102312543798178
en,los,3,162,0.018518518518518517
a,josué,3,182,0.016483516483516484
cubano,¿,3,15,0.2
$,bien,3,1427,0.002102312543798178
clase,del,3,44,0.06818181818181818
nada,de,3,33,0.09090909090909091
todavía,no,3,8,0.375
hny,&,3,3,1.0
ya,es,3,134,0.022388059701492536
en,mi,3,162,0.018518518518518517
holi,gerry,3,20,0.15
me,olvidó,3,104,0.028846153846153848
",",creo,3,199,0.01507537688442211
son,los,3,14,0.21428571428571427
que,bueno,3,334,0.008982035928143712
",",a,3,199,0.01507537688442211
de,casualidad,3,222,0.013513513513513514
ya,hiciste,3,134,0.022388059701492536
",",te,3,199,0.01507537688442211
de,ciberseguridad,3,222,0.013513513513513514
entero,de,3,4,0.75
al,profe,3,40,0.075
jajaja,si,3,185,0.016216216216216217
porque,no,3,37,0.08108108108108109
:,40,3,26,0.11538461538461539
algo,más,3,31,0.0967741935483871
jajajaja,ntp,3,43,0.06976744186046512
jajaja,vava,3,185,0.016216216216216217
ya,sé,3,134,0.022388059701492536
hola,",",3,8,0.375
la,introducción,3,181,0.016574585635359115
está,bien,3,27,0.1111111111111111
vale,",",3,6,0.5
las,prácticas,3,44,0.06818181818181818
coso,&,3,3,1.0
mucho,&,3,13,0.23076923076923078
ya,andas,3,134,0.022388059701492536
sisoy,&,3,9,0.3333333333333333
y,es,3,178,0.016853932584269662
*,:,3,13,0.23076923076923078
#,*,3,9,0.3333333333333333
$,son,3,1427,0.002102312543798178
escom,¿,3,7,0.42857142857142855
no,pues,3,187,0.016042780748663103
que,creo,3,334,0.008982035928143712
hacer,nada,3,12,0.25
$,dile,3,1427,0.002102312543798178
dice,que,3,10,0.3
$,#,3,1427,0.002102312543798178
gerrygod,ya,3,124,0.024193548387096774
la,primera,3,181,0.016574585635359115
le,sabes,3,42,0.07142857142857142
ah,vavava,3,20,0.15
vavava,igual,3,59,0.05084745762711865
todos,los,3,11,0.2727272727272727
presentación,y,3,7,0.42857142857142855
no,",",3,187,0.016042780748663103
),*,3,32,0.09375
op,&,3,5,0.6
god,&,3,3,1.0
wth,&,3,3,1.0
caos,&,3,5,0.6
el,sujeto,2,170,0.011764705882352941
se,pasó,2,60,0.03333333333333333
$,según,2,1427,0.001401541695865452
la,envié,2,181,0.011049723756906077
ya,llegó,2,134,0.014925373134328358
awanta,acaba,2,6,0.3333333333333333
sin,dormir,2,8,0.25
ya,subió,2,134,0.014925373134328358
todo,por,2,34,0.058823529411764705
$,dice,2,1427,0.001401541695865452
acaba,de,2,2,1.0
si,funciona,2,187,0.0106951871657754
si,acaso,2,187,0.0106951871657754
porque,seguro,2,37,0.05405405405405406
$,sissi,2,1427,0.001401541695865452
todo,en,2,34,0.058823529411764705
el,humano,2,170,0.011764705882352941
reporte,&,2,3,0.6666666666666666
de,llegar,2,222,0.009009009009009009
cubano,que,2,15,0.13333333333333333
llegar,el,2,7,0.2857142857142857
te,paso,2,77,0.025974025974025976
que,tengo,2,334,0.005988023952095809
mucho,caos,2,13,0.15384615384615385
que,sea,2,334,0.005988023952095809
tú,también,2,25,0.08
nada,que,2,33,0.06060606060606061
tarde,.,2,18,0.1111111111111111
algunas,cosas,2,2,1.0
tuve,fe,2,5,0.4
qué,sad,2,40,0.05
clase,es,2,44,0.045454545454545456
",",la,2,199,0.010050251256281407
algo,te,2,31,0.06451612903225806
como,en,2,37,0.05405405405405406
vava,al,2,38,0.05263157894736842
es,muy,2,142,0.014084507042253521
$,casos,2,1427,0.001401541695865452
vavava,gerrygod,2,59,0.03389830508474576
porque,de,2,37,0.05405405405405406
llegues,a,2,3,0.6666666666666666
no,llegues,2,187,0.0106951871657754
resumen,&,2,5,0.4
de,buscar,2,222,0.009009009009009009
buscar,más,2,5,0.4
más,distancias,2,45,0.044444444444444446
de,ese,2,222,0.009009009009009009
muy,tranqui,2,24,0.08333333333333333
próximas,clases,2,2,1.0
porque,si,2,37,0.05405405405405406
hacer,un,2,12,0.16666666666666666
con,10,2,79,0.02531645569620253
los,humanos,2,61,0.03278688524590164
investigo,a,2,2,1.0
y,porto,2,178,0.011235955056179775
no,alcanzo,2,187,0.0106951871657754
ya,ves,2,134,0.014925373134328358
saber,si,2,3,0.6666666666666666
en,teams,2,162,0.012345679012345678
9,&,2,3,0.6666666666666666
preguntar,a,2,3,0.6666666666666666
ves,que,2,3,0.6666666666666666
jajaja,muchas,2,185,0.010810810810810811
la,respuesta,2,181,0.011049723756906077
nah,es,2,2,1.0
que,ando,2,334,0.005988023952095809
que,hacer,2,334,0.005988023952095809
cafe,&,2,3,0.6666666666666666
$,0,2,1427,0.001401541695865452
que,las,2,334,0.005988023952095809
las,próximas,2,44,0.045454545454545456
el,pca,2,170,0.011764705882352941
masiosare,&,2,7,0.2857142857142857
escuché,mal,2,2,1.0
$,del,2,1427,0.001401541695865452
los,veo,2,61,0.03278688524590164
subir,la,2,2,1.0
ojalá,si,2,15,0.13333333333333333
crees,",",2,6,0.3333333333333333
eso,vi,2,41,0.04878048780487805
que,los,2,334,0.005988023952095809
responda,tan,2,2,1.0
y,creo,2,178,0.011235955056179775
como,crees,2,37,0.05405405405405406
no,responda,2,187,0.0106951871657754
a,subir,2,182,0.01098901098901099
ojalá,que,2,15,0.13333333333333333
lo,pones,2,77,0.025974025974025976
$,mi,2,1427,0.001401541695865452
en,resumen,2,162,0.012345679012345678
en,classroom,2,162,0.012345679012345678
que,iba,2,334,0.005988023952095809
bueno,&,2,20,0.1
más,&,2,45,0.044444444444444446
andan,en,2,4,0.5
esto,&,2,4,0.5
yo,le,2,46,0.043478260869565216
le,envié,2,42,0.047619047619047616
envié,todo,2,5,0.4
hoy,&,2,18,0.1111111111111111
como,debe,2,37,0.05405405405405406
jajaja,cierto,2,185,0.010810810810810811
lo,f,2,77,0.025974025974025976
a,buscar,2,182,0.01098901098901099
tardes,",",2,2,1.0
apenas,voy,2,6,0.3333333333333333
buenas,tardes,2,3,0.6666666666666666
a,dogo,2,182,0.01098901098901099
dogo,porque,2,7,0.2857142857142857
es,normal,2,142,0.014084507042253521
ntp,",",2,27,0.07407407407407407
profe,&,2,14,0.14285714285714285
esa,parte,2,14,0.14285714285714285
está,más,2,27,0.07407407407407407
f,",",2,24,0.08333333333333333
ojalá,&,2,15,0.13333333333333333
debe,ser,2,2,1.0
jajaja,pero,2,185,0.010810810810810811
de,lo,2,222,0.009009009009009009
no,haga,2,187,0.0106951871657754
cómo,tienes,2,11,0.18181818181818182
a,temas,2,182,0.01098901098901099
mario,y,2,9,0.2222222222222222
apenas,es,2,6,0.3333333333333333
no,xddd,2,187,0.0106951871657754
y,luego,2,178,0.011235955056179775
no,dijo,2,187,0.0106951871657754
si,por,2,187,0.0106951871657754
team,de,2,6,0.3333333333333333
$,esa,2,1427,0.001401541695865452
ejercicios,y,2,8,0.25
con,razón,2,79,0.02531645569620253
$,literalmente,2,1427,0.001401541695865452
razón,&,2,2,1.0
ejercicios,de,2,8,0.25
el,horario,2,170,0.011764705882352941
bien,op,2,32,0.0625
la,tarde,2,181,0.011049723756906077
f,jajaja,2,24,0.08333333333333333
te,va,2,77,0.025974025974025976
menos,&,2,8,0.25
bien,",",2,32,0.0625
redes,neuronales,2,2,1.0
si,en,2,187,0.0106951871657754
ahorita,que,2,4,0.5
$,oh,2,1427,0.001401541695865452
y,dicen,2,178,0.011235955056179775
de,gambino,2,222,0.009009009009009009
no,era,2,187,0.0106951871657754
rato,te,2,16,0.125
$,todo,2,1427,0.001401541695865452
culpa,de,2,2,1.0
si,ㅠㅠㅠㅠ,2,187,0.0106951871657754
entrar,a,2,7,0.2857142857142857
d,),2,3,0.6666666666666666
black,flag,2,2,1.0
red,flag,2,4,0.5
si,está,2,187,0.0106951871657754
enviarle,los,2,2,1.0
notifico,que,2,2,1.0
te,notifico,2,77,0.025974025974025976
$,saludos,2,1427,0.001401541695865452
i,),2,2,1.0
solo,trata,2,18,0.1111111111111111
trata,de,2,2,1.0
antes,de,2,7,0.2857142857142857
^,i,2,3,0.6666666666666666
por,fin,2,59,0.03389830508474576
11,:,2,2,1.0
$,11,2,1427,0.001401541695865452
después,de,2,5,0.4
pues,según,2,25,0.08
