Term1,Term2,BigramFreq,ContextFreq,BigramProb
vas,a,8,12,0.6666666666666666
roro,&,8,15,0.5333333333333333
hay,que,8,17,0.47058823529411764
:,),7,17,0.4117647058823529
eso,&,7,25,0.28
$,hay,7,1580,0.004430379746835443
🇧,🇷,7,7,1.0
$,le,7,1580,0.004430379746835443
amo,más,7,14,0.5
buenos,días,7,9,0.7777777777777778
$,buenos,7,1580,0.004430379746835443
mañana,&,7,20,0.35
me,dijo,7,99,0.0707070707070707
y,que,7,113,0.061946902654867256
pop,&,7,13,0.5384615384615384
😭,😭,7,12,0.5833333333333334
muy,bn,7,18,0.3888888888888889
pero,si,7,78,0.08974358974358974
pero,no,7,78,0.08974358974358974
de,seguro,7,194,0.03608247422680412
dogo,&,7,11,0.6363636363636364
las,chicas,7,40,0.175
lo,que,7,61,0.11475409836065574
iba,a,7,8,0.875
cabron,&,7,12,0.5833333333333334
preciosa,&,7,11,0.6363636363636364
$,sip,7,1580,0.004430379746835443
porque,no,6,32,0.1875
es,de,6,109,0.05504587155963303
$,tu,6,1580,0.0037974683544303796
foto,&,6,13,0.46153846153846156
si,es,6,113,0.05309734513274336
en,mi,6,100,0.06
bien,&,6,15,0.4
que,me,6,236,0.025423728813559324
días,&,6,10,0.6
antoine,&,6,9,0.6666666666666666
voy,&,6,13,0.46153846153846156
$,pq,6,1580,0.0037974683544303796
pq,&,6,8,0.75
va,&,6,17,0.35294117647058826
ya,se,6,65,0.09230769230769231
$,mmmm,6,1580,0.0037974683544303796
sip,&,6,7,0.8571428571428571
mi,casa,6,82,0.07317073170731707
voy,a,6,13,0.46153846153846156
chicas,tarde,6,29,0.20689655172413793
es,la,6,109,0.05504587155963303
no,he,6,227,0.02643171806167401
de,mi,6,194,0.030927835051546393
cielo,&,6,10,0.6
gracias,&,6,32,0.1875
!,!,6,10,0.6
hola,&,6,16,0.375
$,foto,6,1580,0.0037974683544303796
chi,&,6,7,0.8571428571428571
de,los,6,194,0.030927835051546393
no,me,6,227,0.02643171806167401
$,pues,6,1580,0.0037974683544303796
🇷,🇧,6,7,0.8571428571428571
$,chi,6,1580,0.0037974683544303796
bro,&,6,13,0.46153846153846156
5215533980587,&,6,11,0.5454545454545454
van,a,6,6,1.0
no,tengo,6,227,0.02643171806167401
bueno,&,5,26,0.19230769230769232
jajajaja,&,5,5,1.0
ya,no,5,65,0.07692307692307693
$,mi,5,1580,0.0031645569620253164
ya,llegué,5,65,0.07692307692307693
$,al,5,1580,0.0031645569620253164
$,dame,5,1580,0.0031645569620253164
pensé,que,5,6,0.8333333333333334
en,serio,5,100,0.05
ola,&,5,9,0.5555555555555556
en,donde,5,100,0.05
yo,creo,5,61,0.08196721311475409
la,verdad,5,142,0.035211267605633804
esq,no,5,25,0.2
$,voy,5,1580,0.0031645569620253164
$,tengo,5,1580,0.0031645569620253164
o,&,5,35,0.14285714285714285
$,simon,5,1580,0.0031645569620253164
que,onda,5,236,0.0211864406779661
es,?,5,109,0.045871559633027525
yo,mas,5,61,0.08196721311475409
x2,&,5,5,1.0
$,entonces,5,1580,0.0031645569620253164
$,alv,5,1580,0.0031645569620253164
la,escuela,5,142,0.035211267605633804
q,cabron,5,67,0.07462686567164178
de,verdad,5,194,0.02577319587628866
$,abr,5,1580,0.0031645569620253164
jejeje,&,5,7,0.7142857142857143
mas,&,5,13,0.38461538461538464
😭,&,5,12,0.4166666666666667
no,bebé,5,227,0.022026431718061675
ya,&,5,65,0.07692307692307693
no,es,5,227,0.022026431718061675
fake,&,4,4,1.0
y,ya,4,113,0.035398230088495575
onda,amigo,4,5,0.8
$,igual,4,1580,0.002531645569620253
se,me,4,79,0.05063291139240506
$,🔥,4,1580,0.002531645569620253
me,lleva,4,99,0.04040404040404041
lleva,la,4,6,0.6666666666666666
verga,&,4,7,0.5714285714285714
chicas,mañana,4,29,0.13793103448275862
ese,es,4,19,0.21052631578947367
la,tarde,4,142,0.028169014084507043
no,mames,4,227,0.01762114537444934
es,mi,4,109,0.03669724770642202
(,.,4,8,0.5
$,:,4,1580,0.002531645569620253
.,),4,15,0.26666666666666666
$,para,4,1580,0.002531645569620253
$,ahora,4,1580,0.002531645569620253
no,maaaa,4,227,0.01762114537444934
$,va,4,1580,0.002531645569620253
sacum,&,4,5,0.8
me,acuerdo,4,99,0.04040404040404041
🦭,🦭,4,5,0.8
mucho,&,4,9,0.4444444444444444
$,chin,4,1580,0.002531645569620253
a,ver,4,138,0.028985507246376812
en,un,4,100,0.04
va,a,4,17,0.23529411764705882
$,vale,4,1580,0.002531645569620253
se,que,4,79,0.05063291139240506
me,quede,4,99,0.04040404040404041
$,qn,4,1580,0.002531645569620253
le,dije,4,48,0.08333333333333333
amo,&,4,14,0.2857142857142857
digo,&,4,5,0.8
hola,amigos,4,16,0.25
te,preocupes,4,73,0.0547945205479452
5,&,4,9,0.4444444444444444
jajajajaja,&,4,4,1.0
pingas,es,4,6,0.6666666666666666
que,bueno,4,236,0.01694915254237288
ya,estoy,4,65,0.06153846153846154
ay,&,4,9,0.4444444444444444
pasa,&,4,8,0.5
$,muchas,4,1580,0.002531645569620253
muchas,gracias,4,5,0.8
verdad,&,4,10,0.4
hoy,?,4,14,0.2857142857142857
bn,bebé,4,30,0.13333333333333333
siento,que,4,5,0.8
me,da,4,99,0.04040404040404041
qn,pingas,4,10,0.4
$,puedes,4,1580,0.002531645569620253
$,tambn,4,1580,0.002531645569620253
tengo,que,4,19,0.21052631578947367
o,no,4,35,0.11428571428571428
que,pasó,4,236,0.01694915254237288
yo,tambn,4,61,0.06557377049180328
porque,mi,4,32,0.125
y,después,4,113,0.035398230088495575
esta,bn,4,18,0.2222222222222222
$,cómo,4,1580,0.002531645569620253
y,el,4,113,0.035398230088495575
es,para,4,109,0.03669724770642202
hermosa,&,4,4,1.0
hoy,&,4,14,0.2857142857142857
el,día,4,102,0.0392156862745098
simon,&,4,6,0.6666666666666666
yo,no,4,61,0.06557377049180328
pero,ya,4,78,0.05128205128205128
$,con,4,1580,0.002531645569620253
$,eso,4,1580,0.002531645569620253
bebé,preciosa,4,74,0.05405405405405406
si,me,4,113,0.035398230088495575
más,más,4,26,0.15384615384615385
ibm,&,4,6,0.6666666666666666
alv,&,4,7,0.5714285714285714
chingada,&,4,6,0.6666666666666666
$,los,4,1580,0.002531645569620253
se,&,4,79,0.05063291139240506
en,realidad,4,100,0.04
$,ni,4,1580,0.002531645569620253
llegué,a,4,7,0.5714285714285714
no,tiene,4,227,0.01762114537444934
no,le,4,227,0.01762114537444934
la,de,4,142,0.028169014084507043
ya,me,4,65,0.06153846153846154
$,awas,4,1580,0.002531645569620253
gerry,&,4,10,0.4
mal,&,4,8,0.5
$,?,3,1580,0.0018987341772151898
que,le,3,236,0.012711864406779662
$,feliz,3,1580,0.0018987341772151898
@,5217444072924,3,25,0.12
$,nel,3,1580,0.0018987341772151898
$,deja,3,1580,0.0018987341772151898
$,oh,3,1580,0.0018987341772151898
no,puedo,3,227,0.013215859030837005
a,los,3,138,0.021739130434782608
no,creo,3,227,0.013215859030837005
nadie,me,3,7,0.42857142857142855
$,muy,3,1580,0.0018987341772151898
$,segun,3,1580,0.0018987341772151898
un,buen,3,52,0.057692307692307696
te,dijo,3,73,0.0410958904109589
segun,yo,3,3,1.0
otro,día,3,7,0.42857142857142855
$,estamos,3,1580,0.0018987341772151898
vez,&,3,6,0.5
dice,que,3,6,0.5
$,entons,3,1580,0.0018987341772151898
$,creo,3,1580,0.0018987341772151898
😜,😜,3,5,0.6
vavava,&,3,3,1.0
ya,lo,3,65,0.046153846153846156
no,cierto,3,227,0.013215859030837005
nada,&,3,7,0.42857142857142855
ese,wey,3,19,0.15789473684210525
es,bn,3,109,0.027522935779816515
quede,dormido,3,4,0.75
abr,&,3,7,0.42857142857142855
mas,mas,3,13,0.23076923076923078
de,tiempo,3,194,0.015463917525773196
escuela,&,3,6,0.5
el,lunes,3,102,0.029411764705882353
yo,me,3,61,0.04918032786885246
$,era,3,1580,0.0018987341772151898
estoy,en,3,9,0.3333333333333333
a,tu,3,138,0.021739130434782608
la,que,3,142,0.02112676056338028
yo,digo,3,61,0.04918032786885246
dijo,que,3,23,0.13043478260869565
jaja,&,3,3,1.0
$,quien,3,1580,0.0018987341772151898
$,las,3,1580,0.0018987341772151898
y,no,3,113,0.02654867256637168
que,son,3,236,0.012711864406779662
y,se,3,113,0.02654867256637168
$,❤,3,1580,0.0018987341772151898
de,hoy,3,194,0.015463917525773196
$,x2,3,1580,0.0018987341772151898
bebé,no,3,74,0.04054054054054054
amor,hermosa,3,28,0.10714285714285714
cómo,va,3,4,0.75
va,todo,3,17,0.17647058823529413
mi,&,3,82,0.036585365853658534
para,que,3,30,0.1
ah,vava,3,15,0.2
amor,?,3,28,0.10714285714285714
todo,?,3,8,0.375
$,esta,3,1580,0.0018987341772151898
$,f,3,1580,0.0018987341772151898
de,una,3,194,0.015463917525773196
?,:,3,149,0.020134228187919462
pues,no,3,12,0.25
en,ibm,3,100,0.03
$,estoy,3,1580,0.0018987341772151898
$,amigos,3,1580,0.0018987341772151898
weno,&,3,12,0.25
$,bien,3,1580,0.0018987341772151898
ora,q,3,3,1.0
$,📸,3,1580,0.0018987341772151898
🤝,&,3,3,1.0
que,el,3,236,0.012711864406779662
no,?,3,227,0.013215859030837005
de,hecho,3,194,0.015463917525773196
$,puta,3,1580,0.0018987341772151898
acabo,de,3,3,1.0
dame,2,3,5,0.6
puta,madre,3,6,0.5
madre,&,3,5,0.6
$,hoy,3,1580,0.0018987341772151898
que,era,3,236,0.012711864406779662
que,iba,3,236,0.012711864406779662
ah,vale,3,15,0.2
y,si,3,113,0.02654867256637168
pinche,perra,3,20,0.15
$,anulo,3,1580,0.0018987341772151898
:,o,3,17,0.17647058823529413
pinche,pop,3,20,0.15
voto,&,3,3,1.0
📸,&,3,3,1.0
$,ora,3,1580,0.0018987341772151898
que,pasa,3,236,0.012711864406779662
y,un,3,113,0.02654867256637168
no,lo,3,227,0.013215859030837005
🤣,🤣,3,4,0.75
$,ps,3,1580,0.0018987341772151898
ir,a,3,8,0.375
zzz,&,3,3,1.0
mañana,?,3,20,0.15
el,protocolo,3,102,0.029411764705882353
yo,si,3,61,0.04918032786885246
bn,&,3,30,0.1
$,sale,3,1580,0.0018987341772151898
espero,que,3,3,1.0
foto,o,3,13,0.23076923076923078
la,mañana,3,142,0.02112676056338028
es,tu,3,109,0.027522935779816515
dije,&,3,8,0.375
pero,me,3,78,0.038461538461538464
perra,&,3,5,0.6
$,osea,3,1580,0.0018987341772151898
pablo,dario,3,10,0.3
pero,el,3,78,0.038461538461538464
creo,&,3,21,0.14285714285714285
mas,mi,3,13,0.23076923076923078
más,&,3,26,0.11538461538461539
al,final,3,23,0.13043478260869565
$,eres,3,1580,0.0018987341772151898
$,siiiii,3,1580,0.0018987341772151898
siiiii,&,3,3,1.0
a,meter,3,138,0.021739130434782608
que,ya,3,236,0.012711864406779662
q,bueno,3,67,0.04477611940298507
$,tienes,3,1580,0.0018987341772151898
🫶,&,3,3,1.0
gsu,&,3,10,0.3
3,&,3,4,0.75
a,dar,3,138,0.021739130434782608
sabes,q,3,7,0.42857142857142855
$,espero,3,1580,0.0018987341772151898
oigan,chicas,3,17,0.17647058823529413
que,mi,3,236,0.012711864406779662
es,lo,3,109,0.027522935779816515
$,-,3,1580,0.0018987341772151898
$,felicidades,3,1580,0.0018987341772151898
por,ejemplo,3,22,0.13636363636363635
ma,que,3,55,0.05454545454545454
la,verga,3,142,0.02112676056338028
$,aparte,3,1580,0.0018987341772151898
porque,es,3,32,0.09375
@,5215530240240,3,25,0.12
$,1,3,1580,0.0018987341772151898
el,otro,3,102,0.029411764705882353
mi,mamá,3,82,0.036585365853658534
gracias,amigos,3,32,0.09375
pablo,&,3,10,0.3
con,el,3,40,0.075
pues,si,3,12,0.25
me,mandas,3,99,0.030303030303030304
o,si,3,35,0.08571428571428572
yo,lo,3,61,0.04918032786885246
una,foto,3,28,0.10714285714285714
si,mi,3,113,0.02654867256637168
‼,️,3,3,1.0
peor,&,3,8,0.375
con,tu,3,40,0.075
ya,tengo,3,65,0.046153846153846156
se,meten,3,79,0.0379746835443038
$,este,3,1580,0.0018987341772151898
algo,así,3,7,0.42857142857142855
q,&,3,67,0.04477611940298507
dijeron,que,2,2,1.0
pasa,mi,2,8,0.25
😂,😂,2,3,0.6666666666666666
me,voy,2,99,0.020202020202020204
un,genio,2,52,0.038461538461538464
te,pasa,2,73,0.0273972602739726
meter,en,2,4,0.5
$,celis,2,1580,0.0012658227848101266
pedo,🔥,2,4,0.5
la,rayerson,2,142,0.014084507042253521
no,quiero,2,227,0.00881057268722467
serio,&,2,6,0.3333333333333333
toda,la,2,2,1.0
$,depende,2,1580,0.0012658227848101266
ya,vas,2,65,0.03076923076923077
el,duolingo,2,102,0.0196078431372549
sabes,que,2,7,0.2857142857142857
$,todo,2,1580,0.0012658227848101266
si,cariño,2,113,0.017699115044247787
que,hacen,2,236,0.00847457627118644
depende,la,2,2,1.0
semestre,se,2,3,0.6666666666666666
solo,que,2,21,0.09523809523809523
que,pedo,2,236,0.00847457627118644
ser,1,2,6,0.3333333333333333
bn,mi,2,30,0.06666666666666667
te,la,2,73,0.0273972602739726
si,lo,2,113,0.017699115044247787
sin,el,2,4,0.5
me,la,2,99,0.020202020202020204
normal,?,2,2,1.0
$,.,2,1580,0.0012658227848101266
lunes,&,2,4,0.5
posada,navideña,2,2,1.0
que,yo,2,236,0.00847457627118644
haciendo,tarea,2,4,0.5
q,pacho,2,67,0.029850746268656716
dario,&,2,3,0.6666666666666666
un,delete,2,52,0.038461538461538464
pacho,&,2,3,0.6666666666666666
delete,sin,2,2,1.0
$,su,2,1580,0.0012658227848101266
extensión,&,2,2,1.0
por,venir,2,22,0.09090909090909091
calificaciones,el,2,2,1.0
gus,&,2,3,0.6666666666666666
navideña,de,2,2,1.0
$,nahum,2,1580,0.0012658227848101266
las,calificaciones,2,40,0.05
dijo,la,2,23,0.08695652173913043
te,lo,2,73,0.0273972602739726
épica,&,2,2,1.0
que,asco,2,236,0.00847457627118644
asco,&,2,2,1.0
y,yo,2,113,0.017699115044247787
te,dije,2,73,0.0273972602739726
ma,se,2,55,0.03636363636363636
porque,bebé,2,32,0.0625
se,podía,2,79,0.02531645569620253
un,cuyo,2,52,0.038461538461538464
pregunto,por,2,2,1.0
eres,la,2,6,0.3333333333333333
perra,chingada,2,5,0.4
am,&,2,3,0.6666666666666666
gracias,pop,2,32,0.0625
🙏,🙏,2,4,0.5
yo,&,2,61,0.03278688524590164
le,gustan,2,48,0.041666666666666664
de,canto,2,194,0.010309278350515464
y,te,2,113,0.017699115044247787
science,&,2,2,1.0
leonor,&,2,2,1.0
y,despues,2,113,0.017699115044247787
de,leonor,2,194,0.010309278350515464
$,caro,2,1580,0.0012658227848101266
protocolo,&,2,4,0.5
tu,me,2,27,0.07407407407407407
me,traes,2,99,0.020202020202020204
modelos,&,2,2,1.0
los,modelos,2,40,0.05
refiere,a,2,2,1.0
se,refiere,2,79,0.02531645569620253
🙏,&,2,4,0.5
podía,pedir,2,2,1.0
gracias,por,2,32,0.0625
ma,bebé,2,55,0.03636363636363636
mamá,&,2,6,0.3333333333333333
$,wey,2,1580,0.0012658227848101266
me,lo,2,99,0.020202020202020204
daniel,&,2,2,1.0
no,cheto,2,227,0.00881057268722467
más,preciosa,2,26,0.07692307692307693
como,vas,2,26,0.07692307692307693
tu,comadre,2,27,0.07407407407407407
*,&,2,2,1.0
$,aaaah,2,1580,0.0012658227848101266
cuidado,&,2,2,1.0
se,si,2,79,0.02531645569620253
😞,&,2,2,1.0
",",en,2,22,0.09090909090909091
que,en,2,236,0.00847457627118644
y,asi,2,113,0.017699115044247787
deportes,&,2,3,0.6666666666666666
los,veo,2,40,0.05
perdón,mi,2,8,0.25
los,reportes,2,40,0.05
dormido,&,2,3,0.6666666666666666
un,profe,2,52,0.038461538461538464
$,bn,2,1580,0.0012658227848101266
pero,yo,2,78,0.02564102564102564
la,cuenta,2,142,0.014084507042253521
achis,&,2,2,1.0
$,achis,2,1580,0.0012658227848101266
una,vez,2,28,0.07142857142857142
de,que,2,194,0.010309278350515464
series,de,2,2,1.0
y,los,2,113,0.017699115044247787
amor,no,2,28,0.07142857142857142
los,codigos,2,40,0.05
solo,me,2,21,0.09523809523809523
bn,que,2,30,0.06666666666666667
bebe,&,2,2,1.0
tengo,a,2,19,0.10526315789473684
a,todos,2,138,0.014492753623188406
con,cuidado,2,40,0.05
que,es,2,236,0.00847457627118644
mamá,falleció,2,6,0.3333333333333333
al,rss,2,23,0.08695652173913043
bonita,&,2,4,0.5
más,bonita,2,26,0.07692307692307693
chin,mi,2,4,0.5
$,un,2,1580,0.0012658227848101266
es,una,2,109,0.01834862385321101
mandas,una,2,3,0.6666666666666666
metodología,&,2,2,1.0
son,las,2,11,0.18181818181818182
de,discord,2,194,0.010309278350515464
$,vas,2,1580,0.0012658227848101266
estén,bien,2,2,1.0
mande,&,2,5,0.4
decirles,que,2,2,1.0
rss,de,2,3,0.6666666666666666
$,zzz,2,1580,0.0012658227848101266
tarea,?,2,7,0.2857142857142857
$,soy,2,1580,0.0012658227848101266
mío,&,2,3,0.6666666666666666
cariño,mío,2,11,0.18181818181818182
marrano,&,2,4,0.5
$,según,2,1580,0.0012658227848101266
weno,la,2,12,0.16666666666666666
$,mejor,2,1580,0.0012658227848101266
más,cariño,2,26,0.07692307692307693
bebé,pero,2,74,0.02702702702702703
seguro,es,2,8,0.25
nena,&,2,3,0.6666666666666666
$,saben,2,1580,0.0012658227848101266
que,les,2,236,0.00847457627118644
qn,&,2,10,0.2
me,cae,2,99,0.020202020202020204
amor,hemrosa,2,28,0.07142857142857142
amigos,de,2,24,0.08333333333333333
✌,️,2,2,1.0
hay,q,2,17,0.11764705882352941
con,ella,2,40,0.05
🫂,🤝,2,4,0.5
poder,ir,2,4,0.5
creo,poder,2,21,0.09523809523809523
$,oki,2,1580,0.0012658227848101266
de,eso,2,194,0.010309278350515464
tiempo,?,2,3,0.6666666666666666
🫂,&,2,4,0.5
como,el,2,26,0.07692307692307693
el,profe,2,102,0.0196078431372549
me,sale,2,99,0.020202020202020204
te,mando,2,73,0.0273972602739726
quieres,que,2,6,0.3333333333333333
que,nos,2,236,0.00847457627118644
:,(,2,17,0.11764705882352941
$,especial,2,1580,0.0012658227848101266
las,6,2,40,0.05
los,que,2,40,0.05
como,un,2,26,0.07692307692307693
$,casi,2,1580,0.0012658227848101266
que,hacer,2,236,0.00847457627118644
junta,a,2,3,0.6666666666666666
de,verga,2,194,0.010309278350515464
dame,5,2,5,0.4
enfrente,de,2,2,1.0
creo,q,2,21,0.09523809523809523
😆,😆,2,3,0.6666666666666666
la,sesión,2,142,0.014084507042253521
más,bebé,2,26,0.07692307692307693
bien,mi,2,15,0.13333333333333333
homo,&,2,2,1.0
unas,cosas,2,2,1.0
d,&,2,3,0.6666666666666666
rayerson,&,2,3,0.6666666666666666
$,ando,2,1580,0.0012658227848101266
un,mensaje,2,52,0.038461538461538464
porque,&,2,32,0.0625
sábado,&,2,2,1.0
el,sábado,2,102,0.0196078431372549
equipo,amistad,2,5,0.4
ah,muy,2,15,0.13333333333333333
mejor,si,2,15,0.13333333333333333
fácil,&,2,2,1.0
goten,pi,2,2,1.0
se,mama,2,79,0.02531645569620253
q,gerry,2,67,0.029850746268656716
prime,&,2,2,1.0
que,los,2,236,0.00847457627118644
pero,se,2,78,0.02564102564102564
que,hacerlo,2,236,0.00847457627118644
de,lo,2,194,0.010309278350515464
mi,prime,2,82,0.024390243902439025
puedo,&,2,6,0.3333333333333333
con,eso,2,40,0.05
mama,&,2,2,1.0
con,los,2,40,0.05
me,dice,2,99,0.020202020202020204
bueno,bebé,2,26,0.07692307692307693
$,smn,2,1580,0.0012658227848101266
ola,amigos,2,9,0.2222222222222222
(,&,2,8,0.25
️,❤,2,19,0.10526315789473684
que,estaría,2,236,0.00847457627118644
llegué,bebé,2,7,0.2857142857142857
mariana,&,2,5,0.4
la,escom,2,142,0.014084507042253521
no,soy,2,227,0.00881057268722467
eso,si,2,25,0.08
$,tienen,2,1580,0.0012658227848101266
$,chingadamadre,2,1580,0.0012658227848101266
pablini,&,2,2,1.0
es,en,2,109,0.01834862385321101
preocupes,bebé,2,4,0.5
no,los,2,227,0.00881057268722467
departamental,&,2,2,1.0
que,dice,2,236,0.00847457627118644
mmm,pues,2,8,0.25
la,profesora,2,142,0.014084507042253521
nlp,&,2,4,0.5
la,foto,2,142,0.014084507042253521
pero,ese,2,78,0.02564102564102564
me,olvidó,2,99,0.020202020202020204
hay,un,2,17,0.11764705882352941
me,pidió,2,99,0.020202020202020204
en,chicas,2,100,0.02
en,amazon,2,100,0.02
a,dios,2,138,0.014492753623188406
amazon,&,2,2,1.0
día,&,2,10,0.2
gracias,a,2,32,0.0625
2ndo,departamental,2,2,1.0
del,2ndo,2,14,0.14285714285714285
parece,que,2,4,0.5
no,maaa,2,227,0.00881057268722467
hola,amigo,2,16,0.125
a,preñar,2,138,0.014492753623188406
yo,tampoco,2,61,0.03278688524590164
estuvo,bn,2,5,0.4
preocupes,&,2,4,0.5
hace,el,2,7,0.2857142857142857
me,&,2,99,0.020202020202020204
que,nunca,2,236,0.00847457627118644
clase,del,2,5,0.4
que,puedo,2,236,0.00847457627118644
era,broma,2,11,0.18181818181818182
nos,daba,2,11,0.18181818181818182
idea,&,2,2,1.0
🤯,🤯,2,3,0.6666666666666666
q,te,2,67,0.029850746268656716
oh,&,2,3,0.6666666666666666
ah,va,2,15,0.13333333333333333
$,(,2,1580,0.0012658227848101266
de,nlp,2,194,0.010309278350515464
juego,de,2,3,0.6666666666666666
porque,te,2,32,0.0625
se,ve,2,79,0.02531645569620253
las,bromas,2,40,0.05
ve,que,2,3,0.6666666666666666
pero,que,2,78,0.02564102564102564
tienen,que,2,6,0.3333333333333333
a,decir,2,138,0.014492753623188406
son,muy,2,11,0.18181818181818182
y,al,2,113,0.017699115044247787
$,fake,2,1580,0.0012658227848101266
faje,&,2,2,1.0
si,a,2,113,0.017699115044247787
se,lo,2,79,0.02531645569620253
no,maaaaa,2,227,0.00881057268722467
$,abrir,2,1580,0.0012658227848101266
cosas,&,2,8,0.25
sea,de,2,3,0.6666666666666666
como,me,2,26,0.07692307692307693
otra,vez,2,3,0.6666666666666666
la,pinche,2,142,0.014084507042253521
de,mariana,2,194,0.010309278350515464
),(,2,13,0.15384615384615385
por,eso,2,22,0.09090909090909091
$,jajajajaja,2,1580,0.0012658227848101266
q,le,2,67,0.029850746268656716
ma,la,2,55,0.03636363636363636
cuando,es,2,15,0.13333333333333333
que,eras,2,236,0.00847457627118644
me,caga,2,99,0.020202020202020204
eras,tú,2,2,1.0
hace,rato,2,7,0.2857142857142857
rey,de,2,2,1.0
que,pusieron,2,236,0.00847457627118644
decía,que,2,3,0.6666666666666666
el,examen,2,102,0.0196078431372549
en,general,2,100,0.02
$,nos,2,1580,0.0012658227848101266
todo,bien,2,8,0.25
no,la,2,227,0.00881057268722467
🦁,&,2,4,0.5
vi,que,2,7,0.2857142857142857
solo,es,2,21,0.09523809523809523
las,3,2,40,0.05
los,ejercicios,2,40,0.05
🦅,🦅,2,5,0.4
🦅,&,2,5,0.4
🦁,🦁,2,4,0.5
a,lo,2,138,0.014492753623188406
😈,🔥,2,4,0.5
épico,&,2,2,1.0
q,es,2,67,0.029850746268656716
o,1,2,35,0.05714285714285714
lo,mejor,2,61,0.03278688524590164
$,dejen,2,1580,0.0012658227848101266
$,sabes,2,1580,0.0012658227848101266
⚽,️,2,2,1.0
4,&,2,5,0.4
fútbol,fútbol,2,4,0.5
maaaa,&,2,4,0.5
️,‼,2,19,0.10526315789473684
le,pusimos,2,48,0.041666666666666664
me,cambio,2,99,0.020202020202020204
cambio,de,2,3,0.6666666666666666
🚨,🚨,2,3,0.6666666666666666
quedando,bien,2,2,1.0
derecha,&,2,2,1.0
$,d,2,1580,0.0012658227848101266
cierto,&,2,4,0.5
ps,si,2,3,0.6666666666666666
$,rt,2,1580,0.0012658227848101266
pedo,&,2,4,0.5
$,roro,2,1580,0.0012658227848101266
chichotas,&,2,4,0.5
ma,entonces,2,55,0.03636363636363636
meten,al,2,3,0.6666666666666666
x,&,2,2,1.0
estamos,para,2,4,0.5
para,🫶,2,30,0.06666666666666667
😈,&,2,4,0.5
chichona,&,2,3,0.6666666666666666
